['2020-01-07', 'from', 2]
['2020-01-23', 'they', 144]
['2020-01-23', 'being', 126]
['2020-01-23', 'tested', 71]
['2020-01-23', 'chinese', 306]
['2020-01-23', '2020', 87]
['2020-01-23', 'state', 79]
['2020-01-23', 'deaths', 40]
['2020-01-23', 'last', 55]
['2020-01-23', 'year', 96]
['2020-01-23', 'united', 50]
['2020-01-23', 'states', 49]
['2020-01-23', 'patients', 79]
['2020-01-23', 'were', 153]
['2020-01-23', 'city', 314]
['2020-01-23', 'novel', 60]
['2020-01-23', 'where', 92]
['2020-01-23', 'home', 35]
['2020-01-23', 'medical', 60]
['2020-01-23', 'first', 121]
['2020-01-23', 'symptoms', 118]
['2020-01-23', 'would', 55]
['2020-01-23', 'person', 45]
['2020-01-23', 'other', 120]
['2020-01-23', 'ministry', 51]
['2020-01-23', 'days', 46]
['2020-01-23', 'hospital', 69]
['2020-01-23', 'international', 96]
['2020-01-23', 'into', 56]
['2020-01-23', 'could', 88]
['2020-01-23', 'than', 138]
['2020-01-23', 'number', 48]
['2020-01-23', 'markets', 37]
['2020-01-23', 'their', 79]
['2020-01-23', 'will', 170]
['2020-01-23', 'after', 140]
['2020-01-23', 'take', 40]
['2020-01-23', 'minister', 47]
['2020-01-23', 'epidemic', 34]
['2020-01-23', 'over', 76]
['2020-01-23', 'severe', 44]
['2020-01-23', 'told', 45]
['2020-01-23', 'reuters', 38]
['2020-01-23', 'according', 66]
['2020-01-23', 'died', 35]
['2020-01-23', 'what', 59]
['2020-01-23', 'february', 8]
['2020-01-23', 'positive', 35]
['2020-01-23', 'central', 73]
['2020-01-23', 'three', 41]
['2020-01-23', 'government', 66]
['2020-01-24', 'coronavirus', 273]
['2020-01-24', 'which', 66]
['2020-01-24', 'people', 188]
['2020-01-24', 'infected', 51]
['2020-01-24', 'more', 90]
['2020-01-24', 'china', 180]
['2020-01-24', 'authorities', 45]
['2020-01-24', 'deadly', 42]
['2020-01-24', 'city', 87]
['2020-01-24', 'wuhan', 174]
['2020-01-24', 'country', 18]
['2020-01-24', 'that', 190]
['2020-01-24', 'travel', 50]
['2020-01-24', 'year', 41]
['2020-01-24', 'being', 68]
['2020-01-24', 'with', 154]
['2020-01-24', 'many', 21]
['2020-01-24', 'where', 45]
['2020-01-24', 'virus', 164]
['2020-01-24', 'under', 33]
['2020-01-24', 'they', 48]
['2020-01-24', 'have', 203]
['2020-01-24', 'been', 119]
['2020-01-24', 'hospital', 56]
['2020-01-24', 'after', 62]
['2020-01-24', 'symptoms', 46]
['2020-01-24', '\nthe', 127]
['2020-01-24', 'health', 192]
['2020-01-24', 'confirmed', 85]
['2020-01-24', 'cases', 106]
['2020-01-24', 'said', 173]
['2020-01-24', 'other', 38]
['2020-01-24', 'patients', 38]
['2020-01-24', 'were', 76]
['2020-01-24', 'from', 166]
['2020-01-24', 'when', 23]
['2020-01-24', '2020', 35]
['2020-01-24', 'could', 24]
['2020-01-24', 'first', 40]
['2020-01-24', 'would', 21]
['2020-01-24', 'global', 39]
['2020-01-24', 'world', 56]
['2020-01-24', 'outbreak', 110]
['2020-01-24', 'what', 20]
['2020-01-24', 'international', 30]
['2020-01-24', 'public', 81]
['2020-01-24', 'also', 38]
['2020-01-24', 'spread', 68]
['2020-01-24', 'disease', 39]
['2020-01-24', 'deaths', 18]
['2020-01-24', 'news', 35]
['2020-01-24', 'this', 62]
['2020-01-24', 'about', 48]
['2020-01-24', 'medical', 25]
['2020-01-24', 'says', 25]
['2020-01-24', 'state', 27]
['2020-01-24', 'told', 21]
['2020-01-24', 'control', 22]
['2020-01-24', 'officials', 57]
['2020-01-24', 'will', 55]
['2020-01-24', 'take', 12]
['2020-01-24', 'days', 18]
['2020-01-24', 'home', 12]
['2020-01-24', 'since', 22]
['2020-01-24', 'into', 18]
['2020-01-24', 'according', 28]
['2020-01-24', 'time', 25]
['2020-01-24', 'their', 33]
['2020-01-24', 'week', 20]
['2020-01-24', 'ministry', 12]
['2020-01-24', 'including', 36]
['2020-01-24', 'person', 9]
['2020-01-24', 'united', 14]
['2020-01-24', 'states', 14]
['2020-01-24', 'severe', 8]
['2020-01-24', 'novel', 19]
['2020-01-24', 'around', 29]
['2020-01-24', 'chinese', 114]
['2020-01-24', 'three', 17]
['2020-01-24', 'than', 59]
['2020-01-24', 'some', 19]
['2020-01-24', 'measures', 15]
['2020-01-24', 'reported', 46]
['2020-01-24', 'case', 47]
['2020-01-24', 'there', 40]
['2020-01-24', 'number', 15]
['2020-01-24', 'over', 31]
['2020-01-24', 'death', 27]
['2020-01-24', 'died', 13]
['2020-01-24', 'epidemic', 13]
['2020-01-24', 'tested', 48]
['2020-01-24', 'government', 26]
['2020-01-24', 'minister', 11]
['2020-01-24', 'while', 35]
['2020-01-24', 'positive', 9]
['2020-01-24', 'central', 28]
['2020-01-24', 'countries', 20]
['2020-01-24', 'markets', 15]
['2020-01-24', 'your', 15]
['2020-01-24', 'last', 21]
['2020-01-24', 'reuters', 6]
['2020-01-24', 'february', 3]
['2020-01-25', 'coronavirus', 148]
['2020-01-25', 'that', 81]
['2020-01-25', 'infected', 25]
['2020-01-25', 'more', 30]
['2020-01-25', 'than', 12]
['2020-01-25', 'people', 78]
['2020-01-25', 'outbreak', 36]
['2020-01-25', 'have', 89]
['2020-01-25', 'chinese', 37]
['2020-01-25', 'city', 33]
['2020-01-25', 'wuhan', 84]
['2020-01-25', 'cases', 43]
['2020-01-25', 'been', 62]
['2020-01-25', 'confirmed', 44]
['2020-01-25', 'died', 10]
['2020-01-25', 'china', 68]
['2020-01-25', 'travel', 24]
['2020-01-25', 'some', 8]
['2020-01-25', 'case', 33]
['2020-01-25', 'united', 7]
['2020-01-25', 'states', 9]
['2020-01-25', 'where', 17]
['2020-01-25', 'global', 8]
['2020-01-25', 'health', 54]
['2020-01-25', 'what', 8]
['2020-01-25', 'disease', 19]
['2020-01-25', 'control', 12]
['2020-01-25', 'virus', 57]
['2020-01-25', 'take', 6]
['2020-01-25', '2020', 12]
['2020-01-25', 'this', 19]
['2020-01-25', 'from', 74]
['2020-01-25', 'state', 17]
['2020-01-25', 'news', 12]
['2020-01-25', 'also', 21]
['2020-01-25', 'with', 77]
['2020-01-25', 'officials', 26]
['2020-01-25', 'first', 25]
['2020-01-25', 'last', 9]
['2020-01-25', 'person', 13]
['2020-01-25', 'three', 22]
['2020-01-25', 'other', 20]
['2020-01-25', 'according', 11]
['2020-01-25', 'epidemic', 9]
['2020-01-25', 'will', 37]
['2020-01-25', 'spread', 25]
['2020-01-25', 'measures', 8]
['2020-01-25', 'said', 70]
['2020-01-25', 'would', 10]
['2020-01-25', '\nthe', 48]
['2020-01-25', 'death', 11]
['2020-01-25', 'time', 9]
['2020-01-25', 'many', 7]
['2020-01-25', 'authorities', 10]
['2020-01-25', 'deadly', 20]
['2020-01-25', 'government', 14]
['2020-01-25', 'says', 13]
['2020-01-25', 'including', 2]
['2020-01-25', 'which', 17]
['2020-01-25', 'after', 23]
['2020-01-25', 'when', 5]
['2020-01-25', 'there', 27]
['2020-01-25', 'days', 9]
['2020-01-25', 'were', 29]
['2020-01-25', 'minister', 6]
['2020-01-25', 'public', 16]
['2020-01-25', 'ministry', 6]
['2020-01-25', 'week', 6]
['2020-01-25', 'world', 10]
['2020-01-25', 'while', 6]
['2020-01-25', 'around', 16]
['2020-01-25', 'symptoms', 23]
['2020-01-25', 'they', 34]
['2020-01-25', 'told', 6]
['2020-01-25', 'into', 7]
['2020-01-25', 'hospital', 24]
['2020-01-25', 'number', 11]
['2020-01-25', 'being', 19]
['2020-01-25', 'medical', 15]
['2020-01-25', 'patients', 19]
['2020-01-25', 'tested', 14]
['2020-01-25', 'year', 17]
['2020-01-25', 'home', 7]
['2020-01-25', 'your', 4]
['2020-01-25', 'markets', 2]
['2020-01-25', 'novel', 13]
['2020-01-25', 'their', 22]
['2020-01-25', 'over', 8]
['2020-01-25', 'about', 13]
['2020-01-25', 'central', 8]
['2020-01-25', 'deaths', 7]
['2020-01-25', 'reported', 20]
['2020-01-25', 'since', 6]
['2020-01-25', 'under', 11]
['2020-01-25', 'country', 11]
['2020-01-25', 'reuters', 6]
['2020-01-25', 'international', 5]
['2020-01-25', 'countries', 4]
['2020-01-25', 'could', 5]
['2020-01-25', 'severe', 3]
['2020-01-26', 'coronavirus', 81]
['2020-01-26', 'from', 48]
['2020-01-26', 'china', 39]
['2020-01-26', 'first', 25]
['2020-01-26', 'hospital', 23]
['2020-01-26', 'more', 20]
['2020-01-26', 'ministry', 5]
['2020-01-26', 'travel', 15]
['2020-01-26', 'chinese', 24]
['2020-01-26', 'city', 21]
['2020-01-26', 'epidemic', 4]
['2020-01-26', 'that', 50]
['2020-01-26', 'government', 7]
['2020-01-26', 'with', 48]
['2020-01-26', 'authorities', 11]
['2020-01-26', 'home', 4]
['2020-01-26', 'have', 48]
['2020-01-26', 'outbreak', 34]
['2020-01-26', 'your', 2]
['2020-01-26', 'news', 8]
['2020-01-26', 'were', 17]
['2020-01-26', 'said', 34]
['2020-01-26', 'would', 4]
['2020-01-26', 'virus', 36]
['2020-01-26', 'infected', 20]
['2020-01-26', 'health', 65]
['2020-01-26', 'over', 6]
['2020-01-26', 'spread', 15]
['2020-01-26', 'three', 12]
['2020-01-26', 'told', 6]
['2020-01-26', 'number', 5]
['2020-01-26', 'cases', 30]
['2020-01-26', 'than', 13]
['2020-01-26', 'people', 37]
['2020-01-26', 'been', 44]
['2020-01-26', 'confirmed', 29]
['2020-01-26', 'wuhan', 51]
['2020-01-26', 'symptoms', 13]
['2020-01-26', '\nthe', 31]
['2020-01-26', 'also', 11]
['2020-01-26', 'severe', 2]
['2020-01-26', 'death', 6]
['2020-01-26', 'according', 6]
['2020-01-26', 'this', 23]
['2020-01-26', 'time', 3]
['2020-01-26', 'disease', 19]
['2020-01-26', 'control', 11]
['2020-01-26', 'person', 10]
['2020-01-26', 'officials', 24]
['2020-01-26', 'world', 26]
['2020-01-26', 'minister', 3]
['2020-01-26', 'where', 11]
['2020-01-26', 'novel', 11]
['2020-01-26', 'other', 9]
['2020-01-26', 'under', 2]
['2020-01-26', 'which', 13]
['2020-01-26', 'around', 4]
['2020-01-26', 'including', 5]
['2020-01-26', 'united', 6]
['2020-01-26', 'states', 6]
['2020-01-26', 'into', 6]
['2020-01-26', 'after', 17]
['2020-01-26', 'they', 15]
['2020-01-26', 'will', 12]
['2020-01-26', 'days', 5]
['2020-01-26', 'tested', 15]
['2020-01-26', 'there', 8]
['2020-01-26', 'deadly', 12]
['2020-01-26', 'patients', 7]
['2020-01-26', 'being', 12]
['2020-01-26', 'case', 31]
['2020-01-26', 'while', 4]
['2020-01-26', 'week', 7]
['2020-01-26', 'country', 5]
['2020-01-26', 'reported', 9]
['2020-01-26', 'since', 5]
['2020-01-26', 'positive', 8]
['2020-01-26', 'state', 10]
['2020-01-26', 'measures', 6]
['2020-01-26', 'year', 4]
['2020-01-26', 'medical', 5]
['2020-01-26', 'says', 3]
['2020-01-26', '2020', 5]
['2020-01-26', 'public', 13]
['2020-01-26', 'their', 3]
['2020-01-26', 'could', 4]
['2020-01-26', 'about', 5]
['2020-01-26', 'some', 4]
['2020-01-26', 'deaths', 2]
['2020-01-26', 'when', 3]
['2020-01-26', 'central', 4]
['2020-01-26', 'international', 8]
['2020-01-26', 'reuters', 3]
['2020-01-26', 'take', 4]
['2020-01-26', 'last', 4]
['2020-01-26', 'global', 7]
['2020-01-26', 'many', 2]
['2020-01-26', 'died', 4]
['2020-01-27', 'coronavirus', 7]
['2020-01-27', 'that', 7]
['2020-01-27', 'wuhan', 4]
['2020-01-27', 'china', 5]
['2020-01-27', 'spread', 5]
['2020-01-27', 'other', 3]
['2020-01-27', 'confirmed', 2]
['2020-01-27', 'cases', 3]
['2020-01-27', 'health', 5]
['2020-01-27', 'said', 5]
['2020-01-27', 'control', 3]
['2020-01-27', 'infected', 4]
['2020-01-27', 'more', 4]
['2020-01-27', 'than', 2]
['2020-01-27', 'this', 2]
['2020-01-27', 'people', 7]
['2020-01-27', 'days', 2]
['2020-01-27', 'their', 3]
['2020-01-27', 'also', 2]
['2020-01-27', 'have', 6]
['2020-01-27', 'been', 6]
['2020-01-27', 'outbreak', 4]
['2020-01-27', 'case', 3]
['2020-01-27', 'virus', 8]
['2020-01-27', 'hospital', 3]
['2020-01-27', 'medical', 3]
['2020-01-27', 'positive', 2]
['2020-01-27', 'public', 2]
['2020-01-27', 'with', 10]
['2020-01-27', 'take', 4]
['2020-01-27', 'measures', 3]
['2020-01-27', 'disease', 2]
['2020-01-27', '2020', 2]
['2020-01-27', 'chinese', 6]
['2020-01-27', 'global', 2]
['2020-01-27', 'markets', 2]
['2020-01-27', 'could', 2]
['2020-01-27', '\nthe', 2]
['2020-01-27', 'epidemic', 2]
['2020-01-28', 'where', 3]
['2020-01-28', 'said', 2]
['2020-01-28', 'that', 7]
['2020-01-28', 'wuhan', 3]
['2020-01-28', 'coronavirus', 8]
['2020-01-28', 'outbreak', 2]
['2020-01-28', 'which', 3]
['2020-01-28', 'over', 2]
['2020-01-28', 'people', 2]
['2020-01-28', 'last', 2]
['2020-01-28', 'three', 2]
['2020-01-28', 'after', 2]
['2020-01-28', 'have', 4]
['2020-01-28', 'been', 5]
['2020-01-28', 'under', 2]
['2020-01-28', '\nthe', 6]
['2020-01-28', 'china', 6]
['2020-01-28', 'from', 6]
['2020-01-28', 'they', 3]
['2020-01-28', 'infected', 2]
['2020-01-28', 'their', 2]
['2020-01-28', 'spread', 2]
['2020-01-28', 'other', 2]
['2020-01-28', 'health', 2]
['2020-01-28', 'officials', 2]
['2020-01-29', 'outbreak', 5]
['2020-01-29', 'virus', 13]
['2020-01-29', 'that', 12]
['2020-01-29', 'wuhan', 4]
['2020-01-29', 'spread', 4]
['2020-01-29', 'coronavirus', 15]
['2020-01-29', 'which', 6]
['2020-01-29', 'more', 5]
['2020-01-29', 'than', 4]
['2020-01-29', 'china', 5]
['2020-01-29', 'since', 2]
['2020-01-29', 'says', 2]
['2020-01-29', '2020', 2]
['2020-01-29', 'minister', 3]
['2020-01-29', 'will', 3]
['2020-01-29', 'positive', 2]
['2020-01-29', 'case', 5]
['2020-01-29', 'have', 6]
['2020-01-29', 'been', 10]
['2020-01-29', 'from', 6]
['2020-01-29', 'health', 6]
['2020-01-29', 'hospital', 3]
['2020-01-29', 'deadly', 3]
['2020-01-29', 'confirmed', 2]
['2020-01-29', 'other', 2]
['2020-01-29', 'people', 5]
['2020-01-29', 'also', 2]
['2020-01-29', 'government', 2]
['2020-01-29', 'with', 6]
['2020-01-29', 'ministry', 2]
['2020-01-29', 'said', 2]
['2020-01-29', 'cases', 4]
['2020-01-29', 'country', 2]
['2020-01-29', '\nthe', 4]
['2020-01-29', 'this', 2]
['2020-01-29', 'measures', 3]
['2020-01-29', 'being', 2]
['2020-01-29', 'international', 2]
['2020-01-29', 'your', 3]
['2020-01-29', 'disease', 2]
['2020-01-29', 'about', 3]
['2020-01-29', 'their', 3]
['2020-01-29', 'severe', 2]
['2020-01-29', 'global', 3]
['2020-01-29', 'take', 2]
['2020-01-30', 'number', 2]
['2020-01-30', 'cases', 7]
['2020-01-30', 'coronavirus', 9]
['2020-01-30', 'outbreak', 3]
['2020-01-30', 'take', 2]
['2020-01-30', 'that', 6]
['2020-01-30', 'other', 2]
['2020-01-30', 'while', 2]
['2020-01-30', 'people', 2]
['2020-01-30', 'with', 2]
['2020-01-30', 'from', 6]
['2020-01-30', 'virus', 5]
['2020-01-30', 'including', 4]
['2020-01-30', 'your', 3]
['2020-01-30', 'have', 4]
['2020-01-30', 'been', 3]
['2020-01-30', 'more', 2]
['2020-01-30', 'wuhan', 2]
['2020-01-30', 'confirmed', 3]
['2020-01-30', 'around', 3]
['2020-01-30', 'deaths', 3]
['2020-01-30', 'world', 2]
['2020-01-30', 'china', 3]
['2020-01-30', 'their', 2]
['2020-01-30', 'spread', 3]
['2020-01-30', '2020', 3]
['2020-01-30', 'some', 4]
['2020-01-30', 'novel', 5]
['2020-01-31', 'global', 2]
['2020-01-31', 'health', 5]
['2020-01-31', 'been', 4]
['2020-01-31', 'cases', 6]
['2020-01-31', 'spread', 3]
['2020-01-31', 'ministry', 4]
['2020-01-31', 'with', 4]
['2020-01-31', 'china', 6]
['2020-01-31', 'your', 4]
['2020-01-31', 'news', 2]
['2020-01-31', 'said', 5]
['2020-01-31', 'there', 4]
['2020-01-31', 'virus', 10]
['2020-01-31', 'country', 2]
['2020-01-31', 'that', 6]
['2020-01-31', 'will', 3]
['2020-01-31', 'have', 5]
['2020-01-31', 'confirmed', 3]
['2020-01-31', 'from', 2]
['2020-01-31', 'coronavirus', 4]
['2020-01-31', 'world', 2]
['2020-01-31', 'their', 3]
['2020-01-31', 'travel', 3]
['2020-01-31', 'outbreak', 2]
['2020-01-31', 'international', 2]
['2020-01-31', 'this', 2]
['2020-01-31', 'about', 2]
['2020-01-31', 'people', 4]
['2020-01-31', 'over', 2]
['2020-01-31', 'being', 2]
['2020-01-31', 'than', 2]
['2020-01-31', 'while', 2]
['2020-01-31', '2020', 2]
['2020-01-31', 'more', 2]
['2020-02-01', 'that', 2]
['2020-02-01', 'there', 2]
['2020-02-02', 'china', 9]
['2020-02-02', 'novel', 4]
['2020-02-02', 'coronavirus', 8]
['2020-02-02', '2020', 4]
['2020-02-02', 'health', 5]
['2020-02-02', 'case', 3]
['2020-02-02', 'wuhan', 2]
['2020-02-02', 'with', 4]
['2020-02-02', 'confirmed', 2]
['2020-02-02', 'have', 5]
['2020-02-02', 'home', 3]
['2020-02-02', 'says', 2]
['2020-02-02', 'more', 4]
['2020-02-02', 'united', 2]
['2020-02-02', 'states', 2]
['2020-02-02', 'public', 2]
['2020-02-02', 'from', 5]
['2020-02-02', 'that', 3]
['2020-02-02', 'this', 2]
['2020-02-02', 'last', 2]
['2020-02-02', 'there', 2]
['2020-02-03', 'health', 2]
['2020-02-03', 'minister', 2]
['2020-02-03', 'that', 6]
['2020-02-03', 'confirmed', 2]
['2020-02-03', 'have', 6]
['2020-02-03', 'coronavirus', 5]
['2020-02-03', 'with', 4]
['2020-02-03', 'officials', 3]
['2020-02-03', 'symptoms', 2]
['2020-02-03', 'patients', 2]
['2020-02-03', 'country', 2]
['2020-02-03', 'after', 2]
['2020-02-03', 'virus', 11]
['2020-02-03', '\nthe', 2]
['2020-02-03', 'were', 3]
['2020-02-03', 'than', 5]
['2020-02-03', 'more', 5]
['2020-02-03', 'from', 6]
['2020-02-03', 'china', 9]
['2020-02-03', 'will', 2]
['2020-02-03', 'days', 2]
['2020-02-03', 'said', 3]
['2020-02-03', 'measures', 2]
['2020-02-03', 'control', 2]
['2020-02-03', 'spread', 2]
['2020-02-03', 'person', 2]
['2020-02-03', 'since', 2]
['2020-02-03', 'outbreak', 7]
['2020-02-03', 'says', 2]
['2020-02-03', 'where', 2]
['2020-02-03', 'government', 4]
['2020-02-03', 'world', 2]
['2020-02-03', 'your', 2]
['2020-02-03', 'this', 2]
['2020-02-03', 'markets', 3]
['2020-02-03', 'which', 3]
['2020-02-03', 'when', 2]
['2020-02-03', 'chinese', 5]
['2020-02-03', 'medical', 2]
['2020-02-03', 'number', 3]
['2020-02-04', 'coronavirus', 8]
['2020-02-04', 'from', 13]
['2020-02-04', 'under', 5]
['2020-02-04', 'government', 5]
['2020-02-04', 'state', 7]
['2020-02-04', 'authorities', 5]
['2020-02-04', 'which', 5]
['2020-02-04', 'reported', 5]
['2020-02-04', 'three', 2]
['2020-02-04', 'cases', 7]
['2020-02-04', 'over', 5]
['2020-02-04', 'people', 5]
['2020-02-04', 'that', 8]
['2020-02-04', 'china', 10]
['2020-02-04', 'have', 8]
['2020-02-04', 'country', 3]
['2020-02-04', '\nthe', 7]
['2020-02-04', 'health', 7]
['2020-02-04', 'also', 2]
['2020-02-04', 'many', 2]
['2020-02-04', 'will', 2]
['2020-02-04', 'been', 6]
['2020-02-04', 'confirmed', 8]
['2020-02-04', 'case', 2]
['2020-02-04', 'deadly', 2]
['2020-02-04', 'other', 3]
['2020-02-04', 'number', 4]
['2020-02-04', 'deaths', 4]
['2020-02-04', 'with', 6]
['2020-02-04', 'infected', 6]
['2020-02-04', 'chinese', 8]
['2020-02-04', 'virus', 12]
['2020-02-04', 'wuhan', 6]
['2020-02-04', 'hospital', 2]
['2020-02-04', 'about', 2]
['2020-02-04', 'person', 2]
['2020-02-04', 'city', 2]
['2020-02-04', 'spread', 4]
['2020-02-04', 'outbreak', 2]
['2020-02-04', 'their', 7]
['2020-02-04', 'more', 2]
['2020-02-04', 'than', 3]
['2020-02-04', 'death', 2]
['2020-02-04', '2020', 3]
['2020-02-04', 'into', 2]
['2020-02-04', 'after', 2]
['2020-02-04', 'epidemic', 2]
['2020-02-04', 'global', 2]
['2020-02-04', 'said', 3]
['2020-02-04', 'travel', 4]
['2020-02-04', 'world', 2]
['2020-02-05', 'people', 9]
['2020-02-05', 'infected', 4]
['2020-02-05', 'with', 10]
['2020-02-05', 'coronavirus', 9]
['2020-02-05', 'from', 8]
['2020-02-05', 'deadly', 2]
['2020-02-05', 'health', 3]
['2020-02-05', 'news', 2]
['2020-02-05', 'china', 9]
['2020-02-05', 'last', 5]
['2020-02-05', 'time', 2]
['2020-02-05', 'over', 3]
['2020-02-05', 'deaths', 3]
['2020-02-05', 'chinese', 3]
['2020-02-05', 'about', 4]
['2020-02-05', 'cases', 4]
['2020-02-05', 'reported', 6]
['2020-02-05', 'more', 3]
['2020-02-05', 'than', 2]
['2020-02-05', '\nthe', 4]
['2020-02-05', 'measures', 3]
['2020-02-05', 'february', 3]
['2020-02-05', 'week', 2]
['2020-02-05', 'that', 8]
['2020-02-05', 'they', 3]
['2020-02-05', 'their', 3]
['2020-02-05', 'spread', 3]
['2020-02-05', 'virus', 6]
['2020-02-05', 'have', 3]
['2020-02-05', 'said', 3]
['2020-02-05', 'been', 3]
['2020-02-05', 'year', 4]
['2020-02-05', 'after', 4]
['2020-02-05', 'since', 2]
['2020-02-05', 'wuhan', 3]
['2020-02-05', '2020', 2]
['2020-02-05', 'being', 2]
['2020-02-05', 'person', 2]
['2020-02-05', 'tested', 2]
['2020-02-06', 'more', 103]
['2020-02-06', 'virus', 120]
['2020-02-06', 'also', 37]
['2020-02-06', 'wuhan', 119]
['2020-02-06', 'chinese', 94]
['2020-02-06', 'number', 27]
['2020-02-06', 'world', 32]
['2020-02-06', 'with', 190]
['2020-02-06', 'coronavirus', 349]
['2020-02-06', 'outbreak', 125]
['2020-02-06', '\nthe', 92]
['2020-02-06', 'china', 187]
['2020-02-06', 'epidemic', 26]
['2020-02-06', 'which', 48]
['2020-02-06', 'that', 239]
['2020-02-06', 'this', 87]
['2020-02-06', 'week', 29]
['2020-02-06', 'some', 42]
['2020-02-06', 'state', 27]
['2020-02-06', 'including', 26]
['2020-02-06', 'public', 32]
['2020-02-06', 'will', 92]
['2020-02-06', 'days', 23]
['2020-02-06', 'they', 61]
['2020-02-06', 'have', 168]
['2020-02-06', 'says', 32]
['2020-02-06', 'disease', 38]
['2020-02-06', 'spread', 26]
['2020-02-06', 'there', 49]
['2020-02-06', 'case', 29]
['2020-02-06', 'over', 40]
['2020-02-06', 'cases', 113]
['2020-02-06', 'person', 21]
['2020-02-06', 'said', 175]
['2020-02-06', 'been', 119]
['2020-02-06', 'confirmed', 69]
['2020-02-06', 'than', 67]
['2020-02-06', 'government', 23]
['2020-02-06', 'people', 110]
['2020-02-06', 'from', 212]
['2020-02-06', 'where', 30]
['2020-02-06', 'into', 29]
['2020-02-06', 'officials', 40]
['2020-02-06', 'under', 18]
['2020-02-06', 'symptoms', 18]
['2020-02-06', 'city', 28]
['2020-02-06', 'were', 56]
['2020-02-06', 'international', 21]
['2020-02-06', 'home', 23]
['2020-02-06', 'death', 17]
['2020-02-06', 'about', 76]
['2020-02-06', 'after', 71]
['2020-02-06', 'died', 30]
['2020-02-06', 'being', 45]
['2020-02-06', 'time', 26]
['2020-02-06', 'first', 36]
['2020-02-06', 'reported', 34]
['2020-02-06', 'while', 19]
['2020-02-06', 'infected', 46]
['2020-02-06', 'hospital', 43]
['2020-02-06', 'february', 42]
['2020-02-06', '2020', 78]
['2020-02-06', 'your', 11]
['2020-02-06', 'could', 38]
['2020-02-06', 'positive', 22]
['2020-02-06', 'told', 28]
['2020-02-06', 'novel', 46]
['2020-02-06', 'their', 50]
['2020-02-06', 'travel', 25]
['2020-02-06', 'deadly', 11]
['2020-02-06', 'control', 26]
['2020-02-06', 'would', 33]
['2020-02-06', 'medical', 33]
['2020-02-06', 'many', 18]
['2020-02-06', 'health', 114]
['2020-02-06', 'country', 26]
['2020-02-06', 'states', 17]
['2020-02-06', 'global', 38]
['2020-02-06', 'last', 29]
['2020-02-06', 'news', 38]
['2020-02-06', 'other', 35]
['2020-02-06', 'countries', 26]
['2020-02-06', 'three', 16]
['2020-02-06', 'year', 26]
['2020-02-06', 'according', 30]
['2020-02-06', 'what', 20]
['2020-02-06', 'measures', 11]
['2020-02-06', 'tested', 25]
['2020-02-06', 'since', 16]
['2020-02-06', 'deaths', 23]
['2020-02-06', 'authorities', 28]
['2020-02-06', 'take', 13]
['2020-02-06', 'when', 28]
['2020-02-06', 'patients', 24]
['2020-02-06', 'ministry', 25]
['2020-02-06', 'markets', 12]
['2020-02-06', 'united', 9]
['2020-02-06', 'central', 19]
['2020-02-06', 'minister', 13]
['2020-02-06', 'around', 15]
['2020-02-06', 'reuters', 8]
['2020-02-06', 'severe', 2]
['2020-02-07', 'coronavirus', 1944]
['2020-02-07', 'outbreak', 669]
['2020-02-07', 'after', 392]
['2020-02-07', 'tested', 178]
['2020-02-07', 'positive', 148]
['2020-02-07', 'where', 141]
['2020-02-07', 'their', 302]
['2020-02-07', 'from', 1228]
['2020-02-07', 'people', 588]
['2020-02-07', 'february', 268]
['2020-02-07', 'reuters', 95]
['2020-02-07', 'health', 566]
['2020-02-07', 'minister', 95]
['2020-02-07', 'news', 182]
['2020-02-07', '2020', 291]
['2020-02-07', 'have', 1059]
['2020-02-07', 'been', 712]
['2020-02-07', 'with', 1001]
['2020-02-07', 'person', 78]
['2020-02-07', 'officials', 159]
['2020-02-07', 'said', 976]
['2020-02-07', '\nthe', 642]
['2020-02-07', 'cases', 482]
['2020-02-07', 'authorities', 134]
['2020-02-07', 'confirmed', 317]
['2020-02-07', 'virus', 659]
['2020-02-07', 'days', 147]
['2020-02-07', 'told', 147]
['2020-02-07', 'case', 97]
['2020-02-07', 'many', 77]
['2020-02-07', 'reported', 209]
['2020-02-07', 'first', 226]
['2020-02-07', 'over', 265]
['2020-02-07', 'this', 537]
['2020-02-07', 'your', 125]
['2020-02-07', 'wuhan', 449]
['2020-02-07', 'hospital', 231]
['2020-02-07', 'medical', 167]
['2020-02-07', 'city', 173]
['2020-02-07', 'infected', 226]
['2020-02-07', 'also', 269]
['2020-02-07', 'could', 214]
['2020-02-07', 'other', 224]
['2020-02-07', 'about', 417]
['2020-02-07', 'patients', 156]
['2020-02-07', 'symptoms', 131]
['2020-02-07', 'chinese', 478]
['2020-02-07', 'some', 160]
['2020-02-07', 'including', 162]
['2020-02-07', 'three', 112]
['2020-02-07', 'will', 493]
['2020-02-07', 'ministry', 80]
['2020-02-07', 'government', 160]
['2020-02-07', 'when', 129]
['2020-02-07', 'death', 234]
['2020-02-07', 'more', 450]
['2020-02-07', 'than', 287]
['2020-02-07', 'were', 424]
['2020-02-07', 'china', 1163]
['2020-02-07', 'under', 116]
['2020-02-07', 'novel', 251]
['2020-02-07', 'public', 178]
['2020-02-07', 'global', 171]
['2020-02-07', 'there', 234]
['2020-02-07', 'last', 166]
['2020-02-07', 'year', 167]
['2020-02-07', 'around', 131]
['2020-02-07', 'into', 106]
